scaffold	start	end	snp	score	p	q	quantile	adjp
chr1_GL834412_random	55620	55621	chr1_GL834412_random-55621	0.1524306789	NA	NA	0.510935893040795	0.489132670551937
chr1_GL834412_random	55671	55672	chr1_GL834412_random-55672	0.110518317935	NA	NA	0.39211518683579	0.607953376756942
chr1_GL834412_random	208349	208350	chr1_GL834412_random-208350	0.22004941449	NA	NA	0.657936235858759	0.342132327733973
chr1_GL834412_random	239580	239581	chr1_GL834412_random-239581	0.115384535593	NA	NA	0.405896468974974	0.594172094617758
chr1_GL834412_random	263367	263368	chr1_GL834412_random-263368	-0.0552028773282	NA	NA	0.207610558793281	0.792458004799451
chr1_GL834412_random	756639	756640	chr1_GL834412_random-756640	-0.57844100436	NA	NA	0.927733973260199	0.0723345903325334
chr1_GL834412_random	756707	756708	chr1_GL834412_random-756708	-0.0127226307342	NA	NA	0.0482002056907782	0.951868357901954
chr1_GL834412_random	756748	756749	chr1_GL834412_random-756749	0.0510977874084	NA	NA	0.191429550908468	0.808639012684265
chr1_GL834412_random	756750	756751	chr1_GL834412_random-756751	0.0404138116915	NA	NA	0.152759684607473	0.847308878985259
chr1_GL834412_random	756758	756759	chr1_GL834412_random-756759	-0.00498299967202	NA	NA	0.0205005142269455	0.979568049365787
chr1_GL834412_random	1188639	1188640	chr1_GL834412_random-1188640	0.268987156648	NA	NA	0.733424751456976	0.266643812135756
chr1_GL834413_random	106558	106559	chr1_GL834413_random-106559	-0.458370111791	NA	NA	0.875008570449092	0.125059993143641
chr1_GL834413_random	157661	157662	chr1_GL834413_random-157662	-1.21059541287	NA	NA	0.994652039766884	0.00541652382584847
chr1_GL834414_random	69623	69624	chr1_GL834414_random-69624	0.0737705220679	NA	NA	0.271237572848817	0.728830990743915
chr1_GL834414_random	69624	69625	chr1_GL834414_random-69625	0.093479757535	NA	NA	0.337538567020912	0.66252999657182
chr1_GL834414_random	69759	69760	chr1_GL834414_random-69760	0.156842508339	NA	NA	0.523003085361673	0.477065478231059
chr1_GL834414_random	69906	69907	chr1_GL834414_random-69907	-0.133395243692	NA	NA	0.460884470346246	0.539184093246486
chr1_GL834414_random	78681	78682	chr1_GL834414_random-78682	0.0833157196985	NA	NA	0.30318820706205	0.696880356530682
chr1_GL834414_random	78845	78846	chr1_GL834414_random-78846	-0.13967717957	NA	NA	0.477545423380185	0.522523140212547
chr1_GL834414_random	303465	303466	chr1_GL834414_random-303466	-0.108258771227	NA	NA	0.3851217003771	0.614946863215633
chr1_GL834414_random	303489	303490	chr1_GL834414_random-303490	-0.0752947158617	NA	NA	0.276722660267398	0.723345903325334
chr1_GL834414_random	303533	303534	chr1_GL834414_random-303534	-0.131651249037	NA	NA	0.454988001371272	0.54508056222146
chr1_GL834414_random	303560	303561	chr1_GL834414_random-303561	-0.192852791557	NA	NA	0.60788481316421	0.392183750428522
chr1_GL834414_random	303574	303575	chr1_GL834414_random-303575	-0.147103097138	NA	NA	0.49832019197806	0.501748371614673
chr1_GL834414_random	935172	935173	chr1_GL834414_random-935173	0.0902711914664	NA	NA	0.326019883441892	0.67404868015084
chr1_GL834414_random	959639	959640	chr1_GL834414_random-959640	0.331150136465	NA	NA	0.799725745629071	0.200342817963661
chr1_GL834414_random	959732	959733	chr1_GL834414_random-959733	0.354873040804	NA	NA	0.81851217003771	0.181556393555022
chr1_GL834415_random	157365	157366	chr1_GL834415_random-157366	-0.576998084697	NA	NA	0.927116900925609	0.0729516626671238
chr1_GL834415_random	157521	157522	chr1_GL834415_random-157522	0.383605006518	NA	NA	0.83764141241001	0.162427151182722
chr1_GL834416_random	155549	155550	chr1_GL834416_random-155550	0.178493606573	NA	NA	0.575865615358245	0.424202948234488
chr1_GL834416_random	155612	155613	chr1_GL834416_random-155613	0.131959284993	NA	NA	0.455810764484059	0.544257799108673
chr1_GL834416_random	207086	207087	chr1_GL834416_random-207087	0.112871800071	NA	NA	0.398971546109016	0.601097017483716
chr1_GL834416_random	383848	383849	chr1_GL834416_random-383849	-0.69273845016	NA	NA	0.955913609873157	0.0441549537195749
chr1_GL834416_random	726592	726593	chr1_GL834416_random-726593	0.104981645531	NA	NA	0.375179979430922	0.62488858416181
chr1_GL834416_random	726593	726594	chr1_GL834416_random-726594	-0.42461000682	NA	NA	0.859376071306136	0.140692492286596
chr1_GL834416_random	733365	733366	chr1_GL834416_random-733366	0.155979074975	NA	NA	0.520534796023312	0.479533767569421
chr1_GL834416_random	751693	751694	chr1_GL834416_random-751694	0.257683595973	NA	NA	0.718477888241344	0.281590675351388
chr1_GL834416_random	762216	762217	chr1_GL834416_random-762217	-0.449014992132	NA	NA	0.86918066506685	0.130887898525883
chr1_GL834416_random	762254	762255	chr1_GL834416_random-762255	0.0654305863234	NA	NA	0.24401782653411	0.756050737058622
chr1_GL834416_random	765903	765904	chr1_GL834416_random-765904	-0.179121868725	NA	NA	0.577168323620158	0.422900239972575
chr1_GL834416_random	765960	765961	chr1_GL834416_random-765961	-0.128092418157	NA	NA	0.443812135755914	0.556256427836819
chr1_GL834416_random	766108	766109	chr1_GL834416_random-766109	-0.146264543063	NA	NA	0.495714775454234	0.504353788138498
chr1_GL834416_random	768089	768090	chr1_GL834416_random-768090	-0.291804428034	NA	NA	0.759753171066164	0.240315392526568
chr1_GL834416_random	768173	768174	chr1_GL834416_random-768174	-0.293024417487	NA	NA	0.761193006513541	0.238875557079191
chr1_GL834416_random	768585	768586	chr1_GL834416_random-768586	-0.332198729206	NA	NA	0.80061707233459	0.199451491258142
chr1_GL834416_random	793557	793558	chr1_GL834416_random-793558	-0.485107611254	NA	NA	0.890161124442921	0.109907439149811
chr1_GL834416_random	797087	797088	chr1_GL834416_random-797088	-0.314270360767	NA	NA	0.782859101816935	0.217209461775797
chr1_GL834416_random	797278	797279	chr1_GL834416_random-797279	-0.0988260217201	NA	NA	0.354130956462119	0.645937607130614
chr1_GL834416_random	802262	802263	chr1_GL834416_random-802263	-0.357832591352	NA	NA	0.820569077819678	0.179499485773054
chr1_GL834416_random	802452	802453	chr1_GL834416_random-802453	-0.407361049638	NA	NA	0.851628385327391	0.148440178265341
chr1_GL834416_random	802555	802556	chr1_GL834416_random-802556	-0.231449887706	NA	NA	0.678162495714775	0.321906067877957
chr1_GL834416_random	802861	802862	chr1_GL834416_random-802862	-0.427325125821	NA	NA	0.860335961604388	0.139732601988344
chr1_GL834416_random	807141	807142	chr1_GL834416_random-807142	0.173350821863	NA	NA	0.564072677408296	0.435995886184436
chr1_GL834416_random	807164	807165	chr1_GL834416_random-807165	0.0364357637307	NA	NA	0.138978402468289	0.861090161124443
chr1_GL834417_random	472303	472304	chr1_GL834417_random-472304	-0.0586595657522	NA	NA	0.220774768597875	0.779293794994858
chr1_GL834417_random	968175	968176	chr1_GL834417_random-968176	-0.179874731629	NA	NA	0.579019540623929	0.421049022968804
chr1_GL834417_random	968429	968430	chr1_GL834417_random-968430	0.168142562658	NA	NA	0.55145697634556	0.448611587247172
chr1_GL834417_random	2446090	2446091	chr1_GL834417_random-2446091	-0.646415030515	NA	NA	0.947480287967089	0.0525882756256428
chr1_GL834417_random	2446092	2446093	chr1_GL834417_random-2446093	-0.573853194504	NA	NA	0.926362701405554	0.0737058621871786
chr1_GL834417_random	2538196	2538197	chr1_GL834417_random-2538197	0.0735125517503	NA	NA	0.27041480973603	0.729653753856702
chr1_GL834417_random	2538460	2538461	chr1_GL834417_random-2538461	-0.705700284049	NA	NA	0.957970517655125	0.0420980459376071
chr1_GL834417_random	3373879	3373880	chr1_GL834417_random-3373880	-0.169527996158	NA	NA	0.555022283167638	0.445046280425094
chr1_GL834417_random	3564801	3564802	chr1_GL834417_random-3564802	-0.997712084354	NA	NA	0.987932807679122	0.0121357559136099
chr1_GL834417_random	3565056	3565057	chr1_GL834417_random-3565057	-0.181279993584	NA	NA	0.582242029482345	0.417826534110387
chr1_GL834417_random	3602384	3602385	chr1_GL834417_random-3602385	0.00849171611017	NA	NA	0.0331847788824134	0.966883784710319
chr1_GL834417_random	3602395	3602396	chr1_GL834417_random-3602396	-0.346055770946	NA	NA	0.81124442920809	0.188824134384642
chr1_GL834417_random	3602437	3602438	chr1_GL834417_random-3602438	-0.0380675004605	NA	NA	0.144806307850531	0.855262255742201
chr1_GL834417_random	3602645	3602646	chr1_GL834417_random-3602646	-0.0560756892546	NA	NA	0.210421666095303	0.789646897497429
chr1_GL834417_random	3602678	3602679	chr1_GL834417_random-3602679	-0.0247033197949	NA	NA	0.0927665409667467	0.907302022625986
chr1_GL834417_random	3631216	3631217	chr1_GL834417_random-3631217	0.718366759414	NA	NA	0.960370243400754	0.0396983201919781
chr1_GL834417_random	3631406	3631407	chr1_GL834417_random-3631407	0.0168497344019	NA	NA	0.0631470689064107	0.936921494686322
chr1_GL834417_random	3631446	3631447	chr1_GL834417_random-3631447	0.0236836140332	NA	NA	0.0884470346246143	0.911621528968118
chr1_GL834417_random	3631532	3631533	chr1_GL834417_random-3631533	-0.0037335113152	NA	NA	0.0159067535138841	0.984161810078848
chr1_GL834418_random	314749	314750	chr1_GL834418_random-314750	0.466815185374	NA	NA	0.880356530682208	0.119712032910525
chr1_GL834418_random	314751	314752	chr1_GL834418_random-314752	0.412642401718	NA	NA	0.854165238258485	0.145903325334248
chr1_GL834418_random	314780	314781	chr1_GL834418_random-314781	0.0728874300677	NA	NA	0.268083647583133	0.731984916009599
chr1_GL834418_random	314898	314899	chr1_GL834418_random-314899	-0.0335901313641	NA	NA	0.127528282482002	0.87254028111073
chr1_GL834418_random	314931	314932	chr1_GL834418_random-314932	-0.0275317839506	NA	NA	0.104559478916695	0.895509084676037
chr1_GL834418_random	314959	314960	chr1_GL834418_random-314960	-0.159069563782	NA	NA	0.529242372300309	0.470826191292424
