scaffold	start	end	snp	score	p	q	quantile	adjp	fdr
chr1_GL834412_random	55620	55621	chr1_GL834412_random-55621	-0.6497286	0.07235761	0.964017629534593	0.947723440134907	0.000890233769067849	0.0147427585804315
chr1_GL834412_random	55671	55672	chr1_GL834412_random-55672	0.03612454	0.8893388	0.996972355470656	0.196405986509275	0.796927202939327	0.842091594345253
chr1_GL834412_random	208349	208350	chr1_GL834412_random-208350	NA	NA	NA	NA	NA	NA
chr1_GL834412_random	239237	239238	chr1_GL834412_random-239238	-0.1943284	0.6393978	0.995793825372084	0.586530354131535	0.386207682369749	0.721011708729694
chr1_GL834412_random	239269	239270	chr1_GL834412_random-239270	0.7036705	0.03046637	0.918570668498796	0.972175379426644	6.28006399643005e-05	0.0019449713974979
chr1_GL834412_random	239580	239581	chr1_GL834412_random-239581	0.4527854	0.684655	0.996070770285119	0.542211214165261	0.452608671733143	0.751781850226546
chr1_GL834412_random	239673	239674	chr1_GL834412_random-239674	0.448381	0.6838653	0.996066250818163	0.544898819561551	0.451413085858201	0.751287941632073
chr1_GL834412_random	239679	239680	chr1_GL834412_random-239680	0.01829383	0.9424838	0.997142591181361	0.106608347386172	0.893852850476468	0.8567618626474
chr1_GL834412_random	263367	263368	chr1_GL834412_random-263368	-0.02072115	0.9142642	0.997054654416308	0.153983979763912	0.842178112719263	0.849297498116603
chr1_GL834412_random	756639	756640	chr1_GL834412_random-756640	-0.03361155	0.8646914	0.996886323376292	0.236034991568297	0.752650823784188	0.834341134673241
chr1_GL834412_random	756707	756708	chr1_GL834412_random-756708	0.3291146	0.7255826	0.996291582604569	0.471701096121417	0.516241246499548	0.775509090194702
chr1_GL834412_random	756748	756749	chr1_GL834412_random-756749	-0.05484005	0.7907228	0.996596044253165	0.347175379426644	0.623584365173614	0.806682207151762
chr1_GL834412_random	756750	756751	chr1_GL834412_random-756751	-0.1376216	0.5459651	0.995077552923992	0.666157251264755	0.264125143105437	0.638655483809811
chr1_GL834412_random	756758	756759	chr1_GL834412_random-756759	-0.05135506	0.8039849	0.996652006076585	0.3258326306914	0.646229684031453	0.812184172961186
chr1_GL834412_random	830668	830669	chr1_GL834412_random-830669	-0.1159977	0.6010201	0.995526444677297	0.620046374367622	0.333489319248497	0.690556258071506
chr1_GL834412_random	875938	875939	chr1_GL834412_random-875939	0.4103807	0.7093287	0.996206928461303	0.513912310286678	0.490587429762133	0.766510951232558
chr1_GL834412_random	879295	879296	chr1_GL834412_random-879296	0.1478762	0.8364529	0.996781544526404	0.276559865092749	0.702628434500931	0.824615789172171
chr1_GL834412_random	1188639	1188640	chr1_GL834412_random-1188640	0.1092496	0.896955	0.996997986547351	0.184390809443508	0.810708200806555	0.84435805402967
chr1_GL834413_random	106558	106559	chr1_GL834413_random-106559	0.1578458	0.7943086	0.996611358884137	0.341800168634064	0.629683238354906	0.808195474677533
chr1_GL834413_random	157661	157662	chr1_GL834413_random-157662	-7.899785e-05	0.9993303	0.997304695624879	0.00474283305227656	0.998761463453941	0.869849221538831
chr1_GL834414_random	69494	69495	chr1_GL834414_random-69495	-0.05403617	0.9221777	0.997079855556579	0.141389123102867	0.856627603653028	0.851461941274281
chr1_GL834414_random	69623	69624	chr1_GL834414_random-69624	0.976441	0.08535508	0.969328801185054	0.940293001686341	0.00146393558512309	0.0212333932244152
chr1_GL834414_random	69624	69625	chr1_GL834414_random-69625	-0.5774568	0.1260602	0.979024866253996	0.918423271500843	0.00466582721944033	0.0492158707444565
chr1_GL834414_random	69759	69760	chr1_GL834414_random-69760	-0.1715495	0.5229532	0.994862059720387	0.684390809443508	0.237447710968678	0.613739304833964
chr1_GL834414_random	69906	69907	chr1_GL834414_random-69907	0.192172	0.4820949	0.99442903707904	0.713690978077572	0.193599109725151	0.564365837963074
chr1_GL834414_random	78681	78682	chr1_GL834414_random-78682	0.2426428	0.4050353	0.99337615950289	0.76254215851602	0.123580450040912	0.452643041356142
chr1_GL834414_random	78845	78846	chr1_GL834414_random-78846	0.199848	0.4652572	0.994228587024476	0.725758853288364	0.176869265333097	0.542030862761135
chr1_GL834414_random	303260	303261	chr1_GL834414_random-303261	NA	NA	NA	NA	NA	NA
chr1_GL834414_random	303296	303297	chr1_GL834414_random-303297	-0.10074	0.7050456	0.996183973762847	0.519419266441821	0.483909694730452	0.764049151765257
chr1_GL834414_random	303465	303466	chr1_GL834414_random-303466	-0.10074	0.7050456	0.996183973762847	0.519419266441821	0.483909694730452	0.764049151765257
chr1_GL834414_random	303489	303490	chr1_GL834414_random-303490	-0.05115009	0.8408779	0.996798426965268	0.269340219224283	0.710411574188044	0.826203320211496
chr1_GL834414_random	303533	303534	chr1_GL834414_random-303534	-0.2054717	0.4384645	0.993878079530171	0.74372892074199	0.151890121473802	0.504066829051982
chr1_GL834414_random	303560	303561	chr1_GL834414_random-303561	-0.1432418	0.6009866	0.995526196429431	0.620099072512648	0.333444820953979	0.690527742490468
chr1_GL834414_random	303574	303575	chr1_GL834414_random-303575	0.1756606	0.5166997	0.994800199728237	0.68929173693086	0.230442073179448	0.606616020191499
chr1_GL834414_random	935172	935173	chr1_GL834414_random-935173	-0.3027523	0.2932096	0.990872984036708	0.828994519392917	0.0519066886968194	0.263862704751418
chr1_GL834414_random	959639	959640	chr1_GL834414_random-959640	-0.04430436	0.8294741	0.996754553856976	0.287204890387858	0.690398340785707	0.822061765089485
chr1_GL834414_random	959732	959733	chr1_GL834414_random-959733	-0.02561828	0.8972136	0.996998849207952	0.183969224283305	0.811176868038634	0.844433988923486
chr1_GL834414_random	959982	959983	chr1_GL834414_random-959983	-0.05403617	0.9221777	0.997079855556579	0.141389123102867	0.856627603653028	0.851461941274281
chr1_GL834415_random	157521	157522	chr1_GL834415_random-157522	0.4293294	0.2564677	0.989579061606642	0.850073777403035	0.035847708784634	0.206967118721151
chr1_GL834415_random	157648	157649	chr1_GL834415_random-157649	0.5353599	0.2009835	0.986740367164678	0.878636172006745	0.0180341272969512	0.128773448205069
chr1_GL834416_random	155217	155218	chr1_GL834416_random-155218	NA	NA	NA	NA	NA	NA
chr1_GL834416_random	155408	155409	chr1_GL834416_random-155409	-0.02771232	0.9614351	0.997198757135702	0.0724072512647555	0.928745620005052	0.861397408582913
chr1_GL834416_random	155411	155412	chr1_GL834416_random-155412	0.1474763	0.8496819	0.996831495033989	0.25795741989882	0.725960121146144	0.829290238073387
chr1_GL834416_random	155443	155444	chr1_GL834416_random-155444	0.07534831	0.912737	0.997049740776212	0.156197301854975	0.83939376585799	0.848873151389069
chr1_GL834416_random	155549	155550	chr1_GL834416_random-155550	0.1495731	0.510702	0.994739454357583	0.694034569983137	0.223822137522092	0.599639201829814
chr1_GL834416_random	155612	155613	chr1_GL834416_random-155613	0.1258099	0.5872661	0.99542215190744	0.631903456998314	0.31544946209469	0.678548392067908
chr1_GL834416_random	207086	207087	chr1_GL834416_random-207087	0.3002771	0.257136	0.989605864252371	0.849494097807757	0.0361084365022284	0.20796647651885
chr1_GL834416_random	207263	207264	chr1_GL834416_random-207264	0.4454617	0.7070428	0.996194711961584	0.516968802698145	0.487019155535691	0.765201905743077
chr1_GL834416_random	207443	207444	chr1_GL834416_random-207444	0.0903298	0.7974391	0.996624616742288	0.336477655986509	0.635022380026557	0.809500919768484
chr1_GL834416_random	383844	383845	chr1_GL834416_random-383845	-0.03057645	0.9567561	0.997185096266046	0.0809180016863406	0.920119852953954	0.860279608074507
chr1_GL834416_random	383845	383846	chr1_GL834416_random-383846	-0.01886058	0.9736368	0.997233765442052	0.0501159359190557	0.951265612334637	0.864233163662217
chr1_GL834416_random	383848	383849	chr1_GL834416_random-383849	-0.0001502045	0.9996814	0.997305639697296	0.00442664418212479	0.999410784186455	0.869922781706921
chr1_GL834416_random	384262	384263	chr1_GL834416_random-384263	0.3093839	0.7374545	0.996351064664267	0.437420952782462	0.535281428773169	0.781751559880593
chr1_GL834416_random	401142	401143	chr1_GL834416_random-401143	-0.06541853	0.9046187	0.997023343140079	0.172718170320405	0.824617173611427	0.846580532755174
chr1_GL834416_random	445975	445976	chr1_GL834416_random-445976	0.5068352	0.7129709	0.996226232180548	0.505954890387858	0.496293305848592	0.76857412684104
chr1_GL834416_random	726592	726593	chr1_GL834416_random-726593	-0.05031597	0.9146854	0.997056006714379	0.153404300168634	0.842946279211624	0.849414150983178
chr1_GL834416_random	726593	726594	chr1_GL834416_random-726594	0.3412548	0.733527	0.996331598958211	0.44724915682968	0.52895493517885	0.779716242558449
chr1_GL834416_random	733365	733366	chr1_GL834416_random-733366	0.2175024	0.5561865	0.995167578770805	0.657514755480607	0.27642095052497	0.64908853901731
chr1_GL834416_random	751693	751694	chr1_GL834416_random-751694	-0.03390136	0.931916	0.997110282190554	0.123419055649241	0.874455471195715	0.854048258871437
chr1_GL834416_random	762216	762217	chr1_GL834416_random-762217	0.2048586	0.7082282	0.996201056882913	0.515387858347386	0.488868316978852	0.765882110132528
chr1_GL834416_random	762254	762255	chr1_GL834416_random-762255	-0.3432401	0.4423448	0.993931455833932	0.741304806070826	0.155382102610717	0.509748155116831
chr1_GL834416_random	765903	765904	chr1_GL834416_random-765904	-0.1088982	0.854163	0.996848065214636	0.251264755480607	0.733905224567742	0.830825660336657
chr1_GL834416_random	765960	765961	chr1_GL834416_random-765961	-0.7560498	0.2035458	0.986905097932188	0.877055227655987	0.0186965666023723	0.131849449218141
chr1_GL834416_random	766108	766109	chr1_GL834416_random-766109	-0.8132523	0.1706357	0.984418866876567	0.894182124789207	0.011277886035566	0.0925121833616581
chr1_GL834416_random	768173	768174	chr1_GL834416_random-768174	0.07379441	0.9325824	0.997112341147661	0.122523187183811	0.875677172793825	0.85422219958498
chr1_GL834416_random	793557	793558	chr1_GL834416_random-793558	0.2612523	0.7800809	0.996549767548375	0.364117833052277	0.605592501995003	0.802075583064556
chr1_GL834416_random	797278	797279	chr1_GL834416_random-797279	0.02333305	0.9595719	0.997193333230587	0.0748313659359191	0.925310048221481	0.860954347889634
chr1_GL834416_random	802452	802453	chr1_GL834416_random-802453	-0.4172927	0.5100524	0.994732789844146	0.694614249578415	0.223110993931493	0.598874971905254
chr1_GL834416_random	802555	802556	chr1_GL834416_random-802556	0.001333634	0.9968872	0.997298108012524	0.00769392917369309	0.994243252222434	0.869335050230289
chr1_GL834416_random	807141	807142	chr1_GL834416_random-807142	0.1723472	0.5798808	0.995364119208243	0.638227234401349	0.305955011632894	0.671846492458748
chr1_GL834416_random	807164	807165	chr1_GL834416_random-807165	0.06088707	0.8895284	0.996972998849528	0.196195193929174	0.797269741742466	0.842148728859596
chr1_GL834417_random	472303	472304	chr1_GL834417_random-472304	0.02574704	0.9694344	0.997221807409506	0.0570984401349073	0.943505720345487	0.863269221239503
chr1_GL834417_random	968175	968176	chr1_GL834417_random-968176	0.09578715	0.8962746	0.996995714438457	0.185286677908938	0.809475324555047	0.844157945206964
chr1_GL834417_random	968429	968430	chr1_GL834417_random-968430	-0.2025155	0.3957558	0.993221899462598	0.768655143338954	0.116287267050841	0.437620170925507
chr1_GL834417_random	2446080	2446081	chr1_GL834417_random-2446081	0.7010447	0.02326998	0.896006937013312	0.976970910623946	2.71410203867579e-05	0.00101496897076703
chr1_GL834417_random	2446090	2446091	chr1_GL834417_random-2446091	0.03722314	0.8490493	0.996829141765946	0.259011382799325	0.72484016799307	0.829071558620833
chr1_GL834417_random	2538196	2538197	chr1_GL834417_random-2538197	0.4606061	0.3533515	0.992414656746369	0.794846121416526	0.0860825634060018	0.365497259719914
chr1_GL834417_random	2538460	2538461	chr1_GL834417_random-2538461	0.114746	0.6041069	0.995549201427176	0.616884485666105	0.337601152395974	0.693168733605643
chr1_GL834417_random	3373879	3373880	chr1_GL834417_random-3373880	-0.4091851	0.2577432	0.989630097176688	0.849230607082631	0.0363463159184546	0.208874035326452
chr1_GL834417_random	3564801	3564802	chr1_GL834417_random-3564802	0.2305027	0.7608324	0.996462787962952	0.395025295109612	0.573481127081827	0.793283984854183
