scaffold	start	end	snp	score	p	q	quantile	adjp
chr1_GL834412_random	55620	55621	chr1_GL834412_random-55621	0.00375586094989	NA	NA	0.0210151802656546	0.979032258064516
chr1_GL834412_random	55671	55672	chr1_GL834412_random-55672	0.014480074527	NA	NA	0.0828747628083491	0.917172675521822
chr1_GL834412_random	208349	208350	chr1_GL834412_random-208350	0.0181046312609	NA	NA	0.103462998102467	0.896584440227704
chr1_GL834412_random	239237	239238	chr1_GL834412_random-239238	-0.126271245655	NA	NA	0.61157495256167	0.388472485768501
chr1_GL834412_random	239269	239270	chr1_GL834412_random-239270	-0.137235807339	NA	NA	0.646584440227704	0.353462998102467
chr1_GL834412_random	239580	239581	chr1_GL834412_random-239581	-0.11717901188	NA	NA	0.579174573055029	0.420872865275142
chr1_GL834412_random	239673	239674	chr1_GL834412_random-239674	0.0981653909165	NA	NA	0.505645161290323	0.494402277039848
chr1_GL834412_random	239679	239680	chr1_GL834412_random-239680	0.0697288048559	NA	NA	0.376138519924099	0.623908918406072
chr1_GL834412_random	263021	263022	chr1_GL834412_random-263022	-0.365764660964	NA	NA	0.93415559772296	0.0658918406072106
chr1_GL834412_random	263367	263368	chr1_GL834412_random-263368	0.0220750469005	NA	NA	0.125901328273245	0.874146110056926
chr1_GL834412_random	756409	756410	chr1_GL834412_random-756410	-0.0670806407426	NA	NA	0.36342504743833	0.636622390891841
chr1_GL834412_random	756639	756640	chr1_GL834412_random-756640	0.121535483436	NA	NA	0.595540796963947	0.404506641366224
chr1_GL834412_random	756707	756708	chr1_GL834412_random-756708	-0.0671331529909	NA	NA	0.363757115749526	0.636290322580645
chr1_GL834412_random	756748	756749	chr1_GL834412_random-756749	-0.0719661464032	NA	NA	0.386432637571157	0.613614800759013
chr1_GL834412_random	756750	756751	chr1_GL834412_random-756751	-0.0595663189214	NA	NA	0.323719165085389	0.676328273244782
chr1_GL834412_random	756758	756759	chr1_GL834412_random-756759	-0.0752842047994	NA	NA	0.402277039848197	0.597770398481973
chr1_GL834412_random	1188639	1188640	chr1_GL834412_random-1188640	0.0309963037646	NA	NA	0.174810246679317	0.825237191650854
chr1_GL834413_random	106558	106559	chr1_GL834413_random-106559	0.0729600327871	NA	NA	0.391603415559772	0.608444022770398
chr1_GL834413_random	157661	157662	chr1_GL834413_random-157662	-0.261136010579	NA	NA	0.875664136622391	0.12438330170778
chr1_GL834414_random	69494	69495	chr1_GL834414_random-69495	-0.517397366836	NA	NA	0.966223908918406	0.0338235294117647
chr1_GL834414_random	69623	69624	chr1_GL834414_random-69624	-0.0432284991366	NA	NA	0.24022770398482	0.759819734345351
chr1_GL834414_random	69624	69625	chr1_GL834414_random-69625	-0.0526576968129	NA	NA	0.288140417457306	0.711907020872865
chr1_GL834414_random	69759	69760	chr1_GL834414_random-69760	-0.121175071038	NA	NA	0.59388045540797	0.406166982922201
chr1_GL834414_random	69906	69907	chr1_GL834414_random-69907	0.118052110256	NA	NA	0.582542694497154	0.417504743833017
chr1_GL834414_random	78681	78682	chr1_GL834414_random-78682	-0.0875738556748	NA	NA	0.459582542694497	0.540464895635674
chr1_GL834414_random	78845	78846	chr1_GL834414_random-78846	0.0730054810309	NA	NA	0.391888045540797	0.608159392789374
chr1_GL834414_random	303260	303261	chr1_GL834414_random-303261	0.244353325509	NA	NA	0.857637571157495	0.142409867172676
chr1_GL834414_random	303296	303297	chr1_GL834414_random-303297	0.13622816792	NA	NA	0.643406072106262	0.356641366223909
chr1_GL834414_random	303465	303466	chr1_GL834414_random-303466	0.135959387687	NA	NA	0.642599620493359	0.357447817836812
chr1_GL834414_random	303489	303490	chr1_GL834414_random-303490	0.138525840127	NA	NA	0.650284629981025	0.349762808349146
chr1_GL834414_random	303533	303534	chr1_GL834414_random-303534	0.055141684484	NA	NA	0.30061669829222	0.699430740037951
chr1_GL834414_random	303560	303561	chr1_GL834414_random-303561	0.0506747154524	NA	NA	0.27746679316888	0.72258064516129
chr1_GL834414_random	303574	303575	chr1_GL834414_random-303575	0.0590379592353	NA	NA	0.321252371916509	0.678795066413662
chr1_GL834414_random	935172	935173	chr1_GL834414_random-935173	-0.164567290439	NA	NA	0.72196394686907	0.278083491461101
chr1_GL834414_random	959639	959640	chr1_GL834414_random-959640	0.0719122912394	NA	NA	0.386242884250474	0.613804554079696
chr1_GL834414_random	959732	959733	chr1_GL834414_random-959733	0.0872794559723	NA	NA	0.458017077798861	0.542030360531309
chr1_GL834414_random	959982	959983	chr1_GL834414_random-959983	0.405805909545	NA	NA	0.944829222011385	0.0552182163187856
chr1_GL834415_random	157365	157366	chr1_GL834415_random-157366	-0.0891277892971	NA	NA	0.466698292220114	0.533349146110057
chr1_GL834415_random	157521	157522	chr1_GL834415_random-157522	0.00254450872903	NA	NA	0.0146110056925996	0.985436432637571
chr1_GL834415_random	157648	157649	chr1_GL834415_random-157649	0.00424690883138	NA	NA	0.0247628083491461	0.975284629981025
chr1_GL834416_random	155217	155218	chr1_GL834416_random-155218	-0.706312875245	NA	NA	0.981783681214421	0.0182637571157495
chr1_GL834416_random	155411	155412	chr1_GL834416_random-155412	-0.138714833495	NA	NA	0.650948766603416	0.349098671726755
chr1_GL834416_random	155549	155550	chr1_GL834416_random-155550	0.0226156948226	NA	NA	0.129127134724858	0.870920303605313
chr1_GL834416_random	155612	155613	chr1_GL834416_random-155613	0.0288328878706	NA	NA	0.162903225806452	0.837144212523719
chr1_GL834416_random	207086	207087	chr1_GL834416_random-207087	-0.0345594874082	NA	NA	0.19392789373814	0.80611954459203
chr1_GL834416_random	207263	207264	chr1_GL834416_random-207264	0.0469555914121	NA	NA	0.258728652751423	0.741318785578748
chr1_GL834416_random	207443	207444	chr1_GL834416_random-207444	0.00460027953957	NA	NA	0.0270398481973435	0.973007590132827
chr1_GL834416_random	383844	383845	chr1_GL834416_random-383845	-0.165801610692	NA	NA	0.725142314990512	0.274905123339658
chr1_GL834416_random	383845	383846	chr1_GL834416_random-383846	-0.508288694619	NA	NA	0.965370018975332	0.0346774193548387
chr1_GL834416_random	383846	383847	chr1_GL834416_random-383847	-0.41307974236	NA	NA	0.946442125237192	0.0536053130929791
chr1_GL834416_random	383848	383849	chr1_GL834416_random-383849	-0.110261728132	NA	NA	0.553083491461101	0.44696394686907
chr1_GL834416_random	383853	383854	chr1_GL834416_random-383854	-0.194277057015	NA	NA	0.785151802656546	0.214895635673624
chr1_GL834416_random	383854	383855	chr1_GL834416_random-383855	-0.224735531668	NA	NA	0.834914611005693	0.165132827324478
chr1_GL834416_random	383858	383859	chr1_GL834416_random-383859	0.152849296754	NA	NA	0.691508538899431	0.30853889943074
chr1_GL834416_random	383861	383862	chr1_GL834416_random-383862	-0.13263387969	NA	NA	0.631831119544592	0.368216318785579
chr1_GL834416_random	383872	383873	chr1_GL834416_random-383873	-0.0837990641993	NA	NA	0.442647058823529	0.557400379506641
chr1_GL834416_random	383879	383880	chr1_GL834416_random-383880	-0.0609796727875	NA	NA	0.330692599620493	0.669354838709677
chr1_GL834416_random	401142	401143	chr1_GL834416_random-401143	-0.0231254814958	NA	NA	0.13168880455408	0.868358633776091
chr1_GL834416_random	445594	445595	chr1_GL834416_random-445595	0.355145584666	NA	NA	0.929601518026565	0.0704459203036053
chr1_GL834416_random	445975	445976	chr1_GL834416_random-445976	0.205587460585	NA	NA	0.806024667931689	0.194022770398482
chr1_GL834416_random	726593	726594	chr1_GL834416_random-726594	0.154308155011	NA	NA	0.695493358633776	0.304554079696395
chr1_GL834416_random	762216	762217	chr1_GL834416_random-762217	0.400508478062	NA	NA	0.943453510436433	0.0565939278937381
chr1_GL834416_random	762254	762255	chr1_GL834416_random-762255	0.0212186435674	NA	NA	0.120683111954459	0.879364326375712
chr1_GL834416_random	765903	765904	chr1_GL834416_random-765904	-0.120847757743	NA	NA	0.592267552182163	0.407779886148008
chr1_GL834416_random	765960	765961	chr1_GL834416_random-765961	-0.0206061330248	NA	NA	0.117314990512334	0.882732447817837
chr1_GL834416_random	766108	766109	chr1_GL834416_random-766109	-0.00818449152418	NA	NA	0.0490986717267552	0.950948766603416
chr1_GL834416_random	768660	768661	chr1_GL834416_random-768661	0.393667514161	NA	NA	0.941935483870968	0.058111954459203
chr1_GL834416_random	793366	793367	chr1_GL834416_random-793367	-0.513701895061	NA	NA	0.96584440227704	0.0342030360531309
chr1_GL834416_random	793371	793372	chr1_GL834416_random-793372	-0.260478422857	NA	NA	0.875	0.125047438330171
chr1_GL834416_random	802262	802263	chr1_GL834416_random-802263	0.220997188361	NA	NA	0.829506641366224	0.170540796963947
chr1_GL834416_random	802452	802453	chr1_GL834416_random-802453	0.0182736472647	NA	NA	0.104459203036053	0.895588235294118
chr1_GL834416_random	802555	802556	chr1_GL834416_random-802556	-0.0268378359546	NA	NA	0.152277039848197	0.847770398481973
