ENSSHAG00000000001-posi	-4215.499333	0.75225	0.86758	0.02575	0.02575	0.13242	1.0	1.0	0.0	0.02575	1.0	0.0	1.0	1.0
ENSSHAG00000000002-posi	-3557.704313	50.68595	0.93733	0.01741	0.01741	0.05401	1.0	1.0	0.00818	0.01741	15.64547	0.00047	1.0	15.64547
ENSSHAG00000000011-posi	-2951.942415	9.848	1.0	0.14292	0.14292	0.0	1.0	1.0	0.0	0.14292	1.0	0.0	1.0	1.0
ENSSHAG00000000013-posi	-10394.456673	0.67612	0.6577	0.02586	0.02586	0.26813	1.0	1.0	0.05269	0.02586	1.0	0.02148	1.0	1.0
ENSSHAG00000000016-posi	-3003.405872	0.93623	0.92155	0.06799	0.06799	0.07845	1.0	1.0	0.0	0.06799	1.0	0.0	1.0	1.0
ENSSHAG00000000017-posi	-7036.731095	1.05296	0.80102	0.04165	0.04165	0.19898	1.0	1.0	0.0	0.04165	1.0	0.0	1.0	1.0
ENSSHAG00000000020-posi	-5090.763985	29.18415	0.89008	0.04368	0.04368	0.10437	1.0	1.0	0.00497	0.04368	12.19018	0.00058	1.0	12.19018
ENSSHAG00000000027-posi	-3605.927025	28.29342	0.87405	0.0367	0.0367	0.11084	1.0	1.0	0.01342	0.0367	601.14454	0.0017	1.0	601.14454
ENSSHAG00000000028-posi	-3828.97707	23.38814	0.7456	0.054	0.054	0.23554	1.0	1.0	0.01433	0.054	51.64284	0.00453	1.0	51.64284
ENSSHAG00000000031-posi	-3269.767092	51.65994	0.53049	0.04033	0.04033	0.33475	1.0	1.0	0.08262	0.04033	1.56033	0.05214	1.0	1.56033
ENSSHAG00000000034-posi	-4272.733387	1.32965	0.86807	0.01484	0.01484	0.13193	1.0	1.0	0.0	0.01484	1.0	0.0	1.0	1.0
ENSSHAG00000000038-posi	-4510.358854	1.93129	0.92296	0.027	0.027	0.04428	1.0	1.0	0.03126	0.027	222.99055	0.0015	1.0	222.99055
ENSSHAG00000000040-posi	-4087.971482	26.14271	0.9286	0.04331	0.04331	0.07067	1.0	1.0	0.00068	0.04331	1.0	5e-05	1.0	1.0
ENSSHAG00000000050-posi	-4041.37524	1.26778	0.90825	0.05184	0.05184	0.08977	1.0	1.0	0.0018	0.05184	998.99972	0.00018	1.0	998.99972
ENSSHAG00000000051-posi	-2290.268976	0.38161	0.86613	0.09695	0.09695	0.13387	1.0	1.0	0.0	0.09695	1.0	0.0	1.0	1.0
ENSSHAG00000000052-posi	-2697.433889	50.45489	0.92257	0.02088	0.02088	0.07743	1.0	1.0	0.0	0.02088	1.0	0.0	1.0	1.0
ENSSHAG00000000055-posi	-1564.646887	2.50034	0.47979	0.05264	0.05264	0.52021	1.0	1.0	0.0	0.05264	1.0	0.0	1.0	1.0
ENSSHAG00000000063-posi	-4842.630056	50.66742	0.88694	0.01274	0.01274	0.03135	1.0	1.0	0.07891	0.01274	744.84023	0.00279	1.0	744.84023
ENSSHAG00000000064-posi	-7427.719273	23.64596	0.94858	0.03317	0.03317	0.05142	1.0	1.0	0.0	0.03317	1.0	0.0	1.0	1.0
ENSSHAG00000000065-posi	-4001.773644	4.61401	0.63283	0.0	0.0	0.31732	1.0	1.0	0.0332	0.0	998.99908	0.01665	1.0	998.99908
ENSSHAG00000000069-posi	-6184.294236	45.34414	0.67249	0.07576	0.07576	0.19662	1.0	1.0	0.10127	0.07576	362.87427	0.02961	1.0	362.87427
ENSSHAG00000000070-posi	-6934.278425	54.84837	0.80745	0.01688	0.01688	0.07688	1.0	1.0	0.10561	0.01688	37.24545	0.01006	1.0	37.24545
ENSSHAG00000000072-posi	-2219.895081	50.12966	0.9936	0.02241	0.02241	0.0	1.0	1.0	0.0064	0.02241	59.25747	0.0	1.0	59.25747
ENSSHAG00000000073-posi	-2944.590539	2.01393	0.79785	0.06803	0.06803	0.16647	1.0	1.0	0.02951	0.06803	1.0	0.00616	1.0	1.0
